[0.48, 0.22, -0.26, 0.26, 0.0, -0.44, -0.45, -0.44, -0.27, 0.29, -0.21, 0.32, -0.45, 0.1, 0.24, -0.04, -0.16, -0.29, -0.19, 0.33, 0.06, -0.45, -0.3, -0.33, 0.09, 0.49, 0.03, -0.37, 0.45, 0.02, -0.38, -0.02, 0.11, -0.38, 0.23, 0.49, -0.1, 0.42, -0.34, -0.35, -0.44, 0.24, 0.15, -0.1, -0.02, 0.38, 0.41, -0.43, 0.23, -0.34, 0.35, 0.47, -0.35, 0.03, 0.25, -0.17, 0.25, -0.49, 0.35, 0.36, 0.03, 0.47, 0.09, -0.42, -0.11, 0.46, 0.5, 0.1, 0.16, 0.22, -0.35, 0.16, -0.24, -0.15, -0.21, 0.21, 0.37, -0.13, -0.06, -0.26, -0.43, -0.46, -0.44, -0.08, -0.19, 0.03, 0.16, -0.41, 0.19, -0.38, 0.02, -0.07, -0.49, 0.48, 0.42, -0.06, 0.35, 0.01, -0.01, 0.05, -0.39, -0.33, -0.48, -0.4, -0.04, 0.01, 0.28, -0.47, 0.18, 0.46, 0.23, 0.43, 0.17, 0.35, -0.07, 0.2, 0.03, -0.3, -0.39, 0.11, 0.2, -0.39, -0.06, -0.24, -0.1, 0.48, 0.31, 0.36, -0.25, -0.38, 0.15, -0.41, 0.4, -0.37, 0.02, -0.22, -0.06, -0.37, 0.1, -0.06, -0.1, 0.29, -0.43, -0.06, -0.4, 0.4, -0.15, -0.42, -0.26, -0.36, -0.32, -0.19, 0.04, 0.43, 0.11, -0.28, 0.21, 0.0, -0.15, 0.39, 0.2, 0.2, -0.12, -0.4, -0.19, 0.06, 0.48, -0.42, -0.13, 0.38, 0.22, -0.43, -0.24, -0.07, 0.42, -0.24, -0.32, 0.47, 0.15, -0.44, -0.48, 0.48, -0.44, 0.39, 0.44, -0.06, -0.15, -0.05, 0.21, -0.09, 0.27, -0.17, 0.18, -0.13, 0.15, 0.4]
[0.05, -0.19, -0.47, -0.12, 0.02, -0.18, -0.06, -0.25, -0.27, 0.4, 0.23, 0.35, -0.22, -0.46, -0.39, 0.35, -0.5, 0.11, -0.17, -0.2, -0.41, -0.4, -0.18, -0.18, -0.08, 0.2, -0.44, -0.43, 0.36, 0.11, -0.24, 0.04, 0.41, 0.11, -0.07, 0.38, 0.03, 0.21, 0.4, -0.25, -0.45, 0.16, 0.18, 0.39, 0.41, -0.17, 0.17, 0.06, 0.47, 0.09, 0.13, -0.03, 0.16, 0.31, -0.48, -0.43, -0.37, 0.35, 0.34, -0.11, 0.46, -0.41, 0.1, 0.13, 0.45, 0.25, 0.14, 0.11, -0.26, 0.0, 0.41, 0.21, 0.28, -0.09, 0.21, 0.28, -0.4, -0.04, 0.4, -0.45, 0.15, -0.06, -0.46, 0.21, -0.3, -0.25, 0.44, 0.08, 0.25, -0.46, 0.01, 0.44, 0.02, -0.15, -0.45, -0.13, 0.35, -0.19, -0.35, -0.14, -0.17, 0.48, 0.43, 0.32, -0.28, 0.27, 0.49, 0.33, 0.13, 0.09, 0.37, -0.26, 0.19, -0.09, 0.16, -0.15, 0.24, 0.28, -0.43, 0.46, -0.36, 0.44, 0.03, -0.2, 0.29, -0.4, 0.04, 0.09, -0.12, 0.01, -0.17, -0.07, -0.4, 0.46, 0.36, 0.37, 0.0, 0.44, 0.26, 0.4, -0.2, -0.28, -0.38, -0.2, 0.12, 0.09, 0.28, -0.37, 0.46, 0.08, -0.17, 0.02, -0.08, -0.27, 0.45, 0.35, 0.31, -0.05, -0.46, -0.2, 0.14, 0.33, -0.12, 0.17, 0.16, -0.14, 0.35, -0.3, -0.38, 0.13, -0.11, 0.01, -0.15, 0.31, -0.12, 0.11, 0.33, -0.06, 0.31, -0.02, -0.23, 0.03, 0.33, -0.2, 0.31, 0.32, 0.25, -0.41, 0.22, 0.14, 0.23, 0.19, -0.13, -0.08, 0.21, 0.02]
[0.47, 0.4, -0.07, 0.49, 0.31, -0.12, -0.1, 0.25, 0.09, -0.05, -0.11, 0.47, -0.13, -0.47, 0.36, -0.06, 0.45, 0.27, -0.4, -0.26, -0.3, 0.41, -0.17, -0.03, -0.22, -0.13, 0.13, -0.05, -0.1, 0.36, 0.26, -0.45, -0.29, -0.39, 0.45, 0.46, 0.32, 0.29, -0.04, 0.46, -0.01, 0.14, -0.29, -0.36, -0.31, -0.39, 0.38, 0.37, 0.17, 0.05, 0.3, -0.18, -0.5, -0.44, -0.08, 0.19, -0.19, -0.29, 0.07, -0.22, 0.34, 0.24, 0.41, 0.38, -0.12, -0.43, -0.28, -0.16, 0.07, 0.03, 0.17, 0.5, -0.33, 0.11, -0.42, 0.44, -0.21, 0.03, 0.36, 0.32, -0.33, 0.3, -0.09, -0.17, -0.09, 0.14, -0.17, -0.33, -0.46, 0.41, -0.18, -0.23, -0.29, -0.28, -0.21, 0.26, 0.2, 0.23, 0.42, 0.43, 0.21, 0.02, 0.39, -0.45, -0.03, -0.28, 0.11, 0.14, 0.0, -0.06, 0.33, -0.48, -0.15, 0.13, 0.43, 0.13, 0.46, 0.08, -0.46, -0.05, 0.19, -0.19, 0.19, 0.1, 0.35, -0.44, 0.18, -0.38, -0.07, 0.32, -0.28, 0.17, -0.19, -0.08, -0.15, -0.25, -0.14, 0.03, -0.05, -0.03, 0.41, -0.14, 0.0, 0.1, 0.4, -0.14, 0.44, 0.09, 0.01, -0.46, -0.43, -0.2, 0.05, -0.18, 0.0, 0.27, -0.31, -0.02, -0.38, 0.21, -0.07, -0.25, -0.14, -0.11, -0.2, 0.35, -0.24, -0.47, -0.49, 0.27, 0.12, 0.44, -0.07, -0.12, -0.19, 0.05, -0.01, 0.27, 0.17, 0.08, -0.46, 0.12, -0.28, -0.32, 0.46, -0.09, 0.01, 0.12, 0.08, -0.08, 0.01, 0.33, 0.08, -0.26, -0.09, -0.36]
[0.25, -0.07, 0.03, 0.42, -0.24, 0.08, -0.28, -0.35, -0.39, -0.45, 0.11, 0.1, -0.26, -0.39, 0.44, 0.27, -0.49, 0.46, 0.03, 0.0, -0.05, 0.07, 0.41, 0.02, -0.36, 0.15, -0.26, -0.24, 0.22, -0.42, 0.04, -0.47, 0.35, 0.13, 0.41, 0.34, 0.01, -0.3, 0.19, -0.34, 0.46, -0.15, -0.33, -0.07, 0.37, -0.48, -0.39, -0.5, -0.21, -0.47, 0.0, -0.32, -0.46, -0.06, -0.37, -0.39, -0.4, -0.34, -0.44, 0.08, -0.5, 0.12, 0.23, -0.35, -0.37, -0.44, 0.14, -0.3, -0.41, -0.28, 0.48, -0.31, -0.26, 0.42, 0.25, -0.1, 0.37, -0.27, 0.13, -0.27, 0.4, -0.1, 0.02, 0.05, 0.4, -0.23, 0.38, -0.42, 0.05, -0.35, -0.01, 0.43, 0.17, 0.05, 0.39, -0.45, -0.17, 0.27, -0.48, -0.47, 0.08, -0.36, -0.1, 0.16, 0.46, -0.41, -0.22, -0.28, 0.28, 0.29, 0.39, -0.18, -0.13, 0.33, 0.06, -0.17, -0.13, -0.48, -0.5, 0.12, 0.21, 0.47, -0.11, -0.36, -0.24, -0.28, -0.1, 0.02, 0.41, 0.27, -0.09, -0.25, -0.22, -0.48, -0.34, -0.31, -0.32, -0.06, -0.24, -0.49, -0.06, 0.44, 0.39, -0.19, -0.16, -0.3, -0.16, 0.46, -0.2, 0.31, -0.13, -0.03, 0.16, 0.16, 0.18, 0.28, -0.02, 0.44, -0.5, -0.45, -0.05, -0.4, 0.18, -0.06, -0.31, 0.33, 0.1, -0.28, 0.36, -0.31, -0.45, -0.28, 0.32, -0.26, -0.35, 0.02, 0.05, -0.45, -0.35, -0.3, -0.09, 0.48, 0.31, 0.25, 0.41, 0.21, 0.44, -0.35, 0.24, 0.2, 0.08, 0.45, -0.41, -0.13, -0.29, -0.1]
[0.02, 0.44, 0.26, -0.15, -0.13, 0.17, 0.38, 0.15, -0.17, -0.44, 0.24, 0.03, 0.27, 0.43, -0.36, 0.48, -0.06, 0.36, 0.01, -0.44, -0.11, 0.38, -0.48, -0.1, -0.37, -0.04, -0.22, 0.33, -0.29, 0.44, 0.23, 0.34, 0.17, -0.25, -0.25, 0.24, 0.26, -0.41, 0.19, 0.29, -0.44, -0.18, 0.4, -0.24, 0.5, 0.34, 0.46, -0.38, 0.43, 0.25, -0.27, -0.18, -0.18, -0.09, -0.25, 0.07, -0.17, 0.29, 0.26, 0.36, -0.14, -0.48, -0.45, -0.45, -0.2, 0.28, 0.4, 0.17, 0.28, 0.3, 0.37, -0.11, -0.02, 0.27, -0.05, 0.05, -0.46, 0.24, 0.21, -0.41, -0.43, 0.06, -0.24, -0.24, 0.45, -0.36, -0.41, 0.18, 0.45, -0.49, 0.46, 0.45, 0.35, 0.49, 0.1, 0.06, -0.41, 0.2, 0.27, -0.22, -0.38, 0.29, 0.25, -0.13, -0.35, -0.04, -0.04, 0.5, -0.05, -0.09, -0.49, -0.47, 0.02, 0.49, 0.36, -0.1, 0.32, -0.24, 0.22, -0.25, 0.46, 0.0, -0.18, -0.25, -0.38, 0.48, -0.3, -0.03, 0.27, 0.23, -0.24, 0.48, -0.11, 0.41, 0.19, -0.06, -0.4, -0.22, 0.07, -0.14, 0.19, -0.11, -0.23, 0.39, -0.36, -0.19, 0.23, -0.25, 0.32, 0.08, -0.29, -0.47, 0.29, -0.22, -0.43, 0.16, -0.18, 0.49, -0.21, 0.39, 0.21, 0.41, 0.08, 0.04, -0.29, -0.45, 0.29, 0.47, -0.09, 0.44, 0.2, 0.03, -0.27, -0.46, 0.22, 0.35, -0.01, -0.11, -0.15, 0.04, 0.21, 0.48, 0.47, 0.26, -0.43, -0.39, 0.14, 0.08, 0.41, -0.33, 0.21, 0.05, 0.25, 0.41, -0.05, -0.34]
[-0.42, -0.06, -0.36, -0.47, -0.19, 0.15, -0.13, -0.24, 0.13, -0.38, -0.12, -0.48, 0.17, 0.11, -0.33, 0.49, -0.01, -0.05, 0.21, -0.4, -0.04, 0.4, -0.2, -0.47, 0.3, 0.03, -0.02, 0.44, -0.45, -0.43, 0.11, 0.22, -0.03, 0.4, -0.42, 0.41, -0.02, 0.3, 0.25, 0.44, 0.22, 0.32, -0.31, -0.04, 0.39, 0.46, 0.01, 0.42, 0.26, -0.21, -0.36, 0.27, 0.19, -0.26, -0.41, 0.46, 0.42, 0.34, 0.28, 0.07, 0.47, 0.47, 0.11, 0.16, -0.11, 0.13, -0.26, 0.11, -0.36, 0.41, 0.25, -0.33, -0.06, -0.23, 0.19, -0.05, 0.45, -0.07, 0.36, -0.16, 0.16, -0.05, -0.27, 0.48, 0.45, 0.22, -0.12, 0.42, 0.27, 0.36, 0.38, 0.24, 0.13, -0.32, -0.03, 0.07, 0.28, -0.11, 0.26, 0.01, -0.33, -0.2, -0.42, 0.24, 0.28, -0.14, 0.31, 0.42, 0.13, -0.03, 0.11, 0.43, 0.19, 0.37, -0.06, 0.09, -0.31, -0.34, -0.21, -0.23, -0.44, 0.1, -0.35, -0.04, -0.1, -0.21, -0.24, -0.23, 0.42, -0.13, 0.47, 0.45, -0.08, -0.35, 0.37, 0.33, -0.21, -0.4, 0.02, -0.43, 0.01, -0.04, 0.4, 0.0, 0.18, 0.41, 0.14, -0.11, -0.11, -0.09, 0.48, -0.39, 0.12, 0.03, -0.45, -0.09, 0.11, -0.03, 0.3, -0.23, -0.33, 0.09, 0.07, -0.21, -0.45, -0.15, 0.42, -0.33, -0.01, -0.24, 0.06, 0.32, 0.07, -0.12, -0.3, 0.28, -0.09, -0.5, 0.15, 0.19, 0.01, 0.03, 0.49, -0.16, -0.49, 0.27, 0.31, -0.48, -0.33, -0.48, 0.18, 0.42, -0.11, -0.01, 0.2, -0.5]
[0.03, 0.24, 0.05, -0.06, 0.14, -0.38, 0.03, 0.19, -0.15, -0.32, -0.19, 0.45, -0.39, -0.19, 0.43, -0.02, -0.46, 0.11, -0.17, -0.09, -0.44, -0.43, -0.3, 0.05, -0.03, 0.38, -0.02, 0.06, 0.34, -0.44, 0.35, -0.45, 0.33, 0.11, 0.43, -0.03, 0.32, -0.46, -0.2, -0.13, -0.39, 0.11, 0.24, 0.06, -0.15, 0.2, 0.28, 0.28, -0.29, -0.13, 0.35, -0.1, -0.11, 0.39, 0.41, 0.08, 0.35, -0.35, 0.23, -0.32, -0.42, -0.19, -0.2, 0.14, 0.05, 0.28, -0.24, 0.23, 0.11, -0.27, -0.41, -0.25, -0.17, -0.13, 0.18, -0.31, -0.09, 0.25, -0.06, 0.12, -0.37, 0.07, -0.01, -0.1, 0.33, -0.12, 0.33, 0.13, -0.16, 0.4, -0.1, -0.02, 0.2, -0.01, -0.44, 0.12, 0.49, -0.24, -0.28, -0.23, -0.28, 0.32, 0.27, -0.19, -0.36, 0.17, 0.47, -0.24, 0.46, -0.03, 0.32, 0.46, -0.43, 0.16, 0.45, 0.42, 0.14, -0.24, 0.16, -0.09, 0.24, 0.31, 0.36, 0.42, 0.1, -0.34, 0.38, -0.05, -0.35, -0.39, -0.35, 0.17, -0.33, 0.38, 0.15, -0.08, -0.23, 0.24, 0.35, -0.34, 0.46, 0.08, 0.08, -0.05, 0.09, 0.37, 0.13, -0.12, 0.48, 0.16, -0.39, 0.05, -0.44, 0.04, 0.3, -0.14, 0.08, 0.09, 0.35, -0.16, 0.42, -0.38, 0.2, 0.06, -0.1, 0.05, 0.25, -0.05, -0.02, 0.05, 0.13, -0.39, -0.22, -0.31, 0.09, -0.26, 0.11, 0.28, 0.18, 0.22, 0.05, -0.25, -0.24, -0.21, 0.25, -0.44, 0.49, -0.43, -0.46, 0.32, -0.01, 0.23, -0.18, 0.15, 0.49, 0.13]
[0.48, -0.24, -0.19, 0.15, 0.43, -0.44, 0.48, -0.16, -0.19, -0.36, 0.24, 0.11, -0.11, 0.08, 0.13, -0.39, -0.15, 0.15, -0.24, 0.42, 0.49, 0.1, 0.32, 0.06, 0.14, -0.45, 0.03, -0.46, -0.21, 0.34, -0.15, 0.17, 0.17, 0.37, -0.43, -0.3, -0.22, 0.37, -0.06, 0.34, -0.3, 0.01, -0.49, 0.18, -0.09, -0.27, -0.28, -0.19, 0.43, 0.32, -0.04, -0.35, 0.49, -0.07, 0.49, 0.25, -0.09, -0.47, 0.37, -0.41, -0.3, -0.5, -0.46, 0.27, 0.12, -0.42, 0.47, 0.04, 0.23, 0.12, -0.1, -0.01, -0.15, -0.02, -0.28, -0.17, 0.01, 0.19, -0.18, -0.43, 0.0, 0.05, -0.41, -0.29, 0.08, -0.23, -0.03, 0.48, -0.36, -0.21, 0.04, 0.21, -0.07, -0.19, 0.22, 0.43, -0.21, -0.48, -0.49, 0.26, -0.01, 0.21, 0.08, 0.07, 0.15, 0.11, -0.36, 0.43, 0.02, -0.49, 0.05, -0.4, 0.02, -0.2, -0.12, -0.15, 0.34, 0.06, 0.3, -0.34, -0.21, 0.41, -0.31, -0.2, 0.02, 0.4, -0.14, 0.23, 0.46, -0.18, -0.17, -0.02, 0.05, -0.22, 0.29, 0.42, -0.11, -0.1, 0.11, -0.21, -0.49, 0.22, 0.04, -0.42, 0.27, 0.39, -0.17, 0.1, 0.29, -0.48, 0.33, 0.28, -0.01, -0.07, -0.38, 0.27, -0.35, 0.02, 0.29, -0.39, 0.45, 0.44, 0.21, -0.19, 0.46, -0.26, 0.44, 0.2, 0.01, -0.18, -0.5, -0.28, -0.42, 0.29, 0.22, 0.26, 0.01, 0.04, -0.13, -0.24, 0.1, 0.42, 0.06, -0.24, 0.09, -0.27, 0.1, 0.06, 0.0, -0.16, -0.41, -0.02, -0.48, -0.34, -0.1, -0.01]
[-0.21, -0.23, 0.23, 0.41, -0.17, -0.1, -0.45, 0.0, 0.21, -0.38, 0.0, -0.17, -0.06, 0.17, 0.47, 0.23, -0.19, -0.19, -0.36, -0.44, 0.32, 0.17, -0.18, -0.18, 0.29, -0.24, 0.29, -0.17, 0.25, 0.03, -0.14, -0.25, -0.18, 0.14, -0.25, -0.01, 0.02, 0.44, 0.02, -0.23, -0.33, 0.32, 0.46, 0.15, 0.45, 0.19, -0.05, -0.42, -0.25, 0.39, -0.07, -0.27, -0.14, 0.13, -0.02, -0.4, -0.04, -0.15, 0.27, 0.3, -0.16, -0.12, 0.42, 0.18, -0.01, -0.37, 0.34, -0.49, -0.04, 0.32, -0.09, -0.11, -0.4, -0.38, 0.47, 0.09, 0.26, 0.27, 0.16, 0.0, 0.02, 0.41, 0.0, -0.31, -0.3, -0.04, 0.24, -0.05, -0.31, 0.16, -0.27, -0.12, 0.33, -0.29, -0.14, 0.27, 0.48, 0.42, -0.15, -0.4, 0.02, -0.02, 0.21, 0.13, -0.1, 0.16, -0.42, 0.41, -0.12, -0.03, 0.48, 0.33, -0.16, -0.23, 0.15, -0.33, -0.17, 0.12, 0.06, 0.41, -0.3, 0.18, 0.37, -0.31, 0.26, 0.41, -0.42, 0.03, -0.26, -0.38, 0.47, -0.4, -0.17, -0.21, -0.24, -0.08, 0.26, 0.22, 0.37, 0.35, -0.05, 0.35, 0.01, 0.07, -0.04, -0.2, -0.03, -0.08, -0.18, 0.1, -0.45, 0.14, -0.28, 0.0, 0.49, 0.5, -0.06, -0.12, -0.21, 0.04, 0.05, -0.41, 0.34, -0.23, 0.02, 0.09, -0.01, 0.01, -0.23, 0.36, -0.08, -0.19, 0.43, 0.24, 0.11, 0.4, -0.39, -0.1, 0.2, -0.34, -0.03, 0.12, 0.45, 0.5, 0.02, -0.33, -0.37, -0.33, 0.01, -0.26, -0.09, -0.26, 0.07, -0.48, 0.31, -0.18]
[0.26, 0.01, -0.05, 0.19, -0.04, 0.49, 0.21, 0.18, 0.05, 0.0, 0.17, -0.3, 0.04, 0.4, -0.29, -0.47, -0.42, 0.0, -0.25, 0.24, 0.16, -0.4, 0.04, -0.31, 0.47, -0.16, 0.03, -0.47, 0.24, -0.12, 0.26, 0.17, -0.11, -0.03, -0.25, -0.22, 0.2, 0.13, 0.39, -0.37, 0.33, -0.18, 0.33, -0.08, 0.25, -0.31, -0.4, 0.27, -0.39, -0.44, 0.11, -0.46, 0.41, 0.04, -0.28, -0.43, 0.41, 0.25, -0.2, -0.2, 0.12, -0.4, 0.16, -0.21, -0.42, 0.48, -0.29, -0.16, 0.39, 0.15, -0.08, -0.16, 0.42, -0.04, -0.37, 0.49, 0.48, 0.29, -0.25, -0.48, 0.19, -0.22, 0.48, 0.37, 0.0, -0.37, -0.48, -0.01, -0.29, 0.25, -0.13, 0.06, -0.4, 0.36, -0.06, -0.09, -0.38, -0.22, -0.28, -0.27, -0.41, 0.27, 0.5, -0.3, 0.18, -0.43, 0.49, 0.04, -0.05, 0.34, -0.14, 0.48, 0.03, 0.28, 0.09, -0.04, 0.44, -0.31, 0.44, 0.22, 0.25, 0.46, 0.33, -0.19, -0.07, 0.37, 0.42, 0.34, 0.19, -0.46, 0.2, -0.05, 0.08, 0.49, 0.4, 0.33, 0.14, -0.03, 0.5, -0.3, 0.17, 0.3, 0.24, -0.02, 0.06, 0.21, -0.08, -0.43, -0.31, 0.26, -0.33, -0.23, -0.07, -0.31, 0.47, 0.25, 0.47, -0.29, 0.28, -0.41, -0.37, 0.49, 0.48, -0.06, -0.12, -0.38, 0.22, 0.16, 0.44, 0.3, -0.44, -0.07, 0.03, 0.02, -0.05, 0.31, 0.3, -0.48, 0.32, 0.44, -0.08, 0.13, -0.21, 0.17, 0.08, -0.23, -0.43, 0.2, 0.26, 0.1, 0.43, -0.49, 0.17, -0.44, 0.06, -0.33]
