[-0.39, -0.36, 0.39, 0.45, 0.32, 0.44, -0.21, -0.42, -0.14, -0.46, -0.16, 0.29, 0.1, 0.33, 0.03, 0.41, -0.1, 0.44, -0.37, 0.23, 0.45, -0.49, 0.23, -0.04, 0.28, 0.37, 0.44, 0.39, 0.38, -0.43, 0.42, -0.5, 0.47, 0.15, 0.02, 0.38, 0.06, -0.23, -0.18, -0.09, -0.2, 0.03, -0.27, -0.41, 0.11, -0.36, -0.45, -0.38, 0.44, -0.11, -0.06, 0.28, 0.07, -0.38, -0.22, -0.12, 0.46, -0.5, 0.02, -0.02, 0.45, 0.06, 0.27, -0.18, 0.09, 0.07, 0.28, -0.31, -0.46, -0.45, -0.21, 0.34, 0.29, 0.15, -0.45, 0.34, 0.49, 0.05, -0.14, -0.33, 0.17, -0.07, 0.38, -0.04, -0.04, -0.07, -0.02, -0.23, -0.12, 0.21, 0.02, -0.29, 0.18, 0.31, -0.14, 0.06, -0.12, -0.45, 0.11, 0.15, -0.31, 0.07, -0.11, -0.28, -0.35, -0.03, -0.25, -0.34, 0.32, 0.35, 0.04, 0.31, 0.44, 0.26, 0.26, -0.17, 0.32, 0.5, 0.49, -0.01, 0.37, -0.12, 0.0, -0.05, -0.37, -0.39, -0.18, 0.49, -0.42, -0.26, 0.17, 0.02, 0.2, -0.06, -0.29, 0.02, 0.44, 0.21, 0.47, 0.0, 0.13, -0.09, 0.23, 0.34, 0.41, -0.15, 0.36, 0.21, 0.4, -0.06, 0.25, -0.3, -0.17, -0.24, -0.34, 0.06, 0.36, -0.03, 0.34, -0.07, -0.35, -0.23, 0.15, 0.17, -0.31, -0.46, -0.32, -0.17, -0.46, 0.48, -0.46, -0.35, -0.41, 0.15, 0.48, -0.09, 0.43, 0.49, 0.29, 0.06, -0.09, -0.47, -0.04, 0.21, 0.47, 0.23, 0.28, -0.46, -0.31, -0.47, 0.48, 0.03, 0.3, -0.19, 0.26, 0.09]
[0.07, 0.11, -0.22, 0.48, -0.27, -0.08, 0.38, 0.27, -0.05, -0.36, -0.31, -0.04, -0.5, -0.15, 0.3, 0.35, 0.39, 0.24, -0.23, -0.05, -0.28, -0.24, -0.16, 0.1, 0.01, 0.37, -0.46, -0.02, 0.28, 0.26, 0.18, -0.25, 0.17, 0.18, 0.48, -0.09, 0.34, 0.3, -0.23, -0.29, -0.06, -0.39, -0.49, 0.08, 0.17, -0.21, 0.18, -0.41, -0.03, 0.37, 0.34, -0.1, -0.05, -0.01, 0.29, 0.46, 0.49, -0.41, 0.29, 0.21, -0.22, -0.03, 0.19, 0.03, 0.3, 0.08, 0.41, 0.03, -0.45, -0.09, -0.3, 0.29, 0.47, -0.01, 0.38, 0.07, 0.35, 0.48, -0.47, -0.16, -0.38, 0.18, 0.2, 0.04, 0.0, -0.05, -0.24, 0.15, -0.26, 0.19, 0.02, -0.06, 0.45, -0.29, 0.06, 0.34, 0.14, -0.33, 0.44, 0.49, -0.43, 0.08, 0.0, 0.2, -0.16, 0.2, 0.42, 0.41, -0.37, -0.44, 0.24, 0.2, 0.05, 0.32, -0.35, 0.45, -0.17, -0.45, 0.19, -0.18, 0.24, -0.09, -0.18, -0.24, 0.04, 0.1, -0.08, 0.32, 0.02, -0.1, -0.26, 0.38, 0.06, -0.29, -0.17, 0.42, 0.19, 0.44, 0.11, 0.24, 0.23, 0.02, 0.27, -0.43, -0.16, -0.48, -0.12, -0.45, -0.18, -0.2, 0.4, 0.1, -0.37, -0.44, -0.45, -0.25, -0.16, 0.23, -0.39, -0.22, 0.31, 0.03, 0.48, -0.17, 0.33, 0.25, 0.1, 0.41, -0.31, 0.24, -0.41, 0.39, -0.35, 0.49, 0.22, 0.27, 0.12, 0.06, -0.37, -0.35, -0.05, 0.37, 0.0, 0.03, -0.4, -0.43, 0.39, -0.5, -0.32, -0.35, -0.25, -0.28, -0.16, 0.07, -0.06, -0.5]
[0.34, -0.35, -0.39, 0.35, 0.44, 0.29, -0.48, 0.21, -0.46, 0.27, 0.12, 0.29, 0.31, -0.28, -0.25, -0.22, -0.17, 0.21, -0.44, 0.01, 0.1, -0.43, -0.16, 0.4, 0.02, 0.11, 0.12, 0.31, -0.44, -0.37, 0.0, -0.28, -0.1, 0.21, -0.06, 0.47, -0.24, 0.39, -0.18, -0.19, -0.32, -0.18, -0.42, 0.39, 0.29, -0.5, -0.5, 0.41, 0.45, -0.17, 0.06, 0.37, 0.15, -0.18, 0.09, -0.03, 0.0, 0.14, -0.46, -0.45, 0.21, 0.22, -0.48, 0.14, 0.01, 0.5, 0.2, 0.04, 0.03, 0.46, 0.21, 0.33, 0.42, -0.35, 0.01, 0.48, -0.32, 0.0, -0.08, -0.28, 0.45, -0.1, -0.31, -0.1, 0.13, -0.2, -0.26, 0.31, 0.42, -0.26, -0.2, 0.37, 0.27, 0.18, -0.47, -0.03, -0.31, 0.23, 0.08, 0.31, -0.16, -0.13, 0.29, 0.15, -0.13, 0.34, 0.24, 0.12, 0.18, 0.18, 0.16, -0.03, 0.49, 0.06, 0.33, -0.13, -0.47, -0.12, 0.43, -0.05, -0.16, 0.04, -0.4, -0.19, 0.3, -0.24, -0.42, 0.02, 0.25, 0.22, -0.16, 0.49, -0.29, -0.33, -0.4, 0.21, 0.28, -0.1, 0.18, -0.3, -0.08, 0.24, -0.16, 0.12, -0.12, 0.44, -0.06, -0.46, 0.03, 0.29, 0.17, -0.01, -0.04, 0.29, -0.17, 0.42, 0.23, 0.31, -0.34, 0.25, 0.37, -0.38, 0.25, -0.17, -0.04, 0.05, 0.08, -0.08, -0.46, -0.43, 0.24, 0.41, -0.46, -0.47, 0.23, 0.24, 0.28, 0.23, -0.26, -0.34, 0.07, -0.14, -0.21, 0.48, 0.25, -0.36, -0.24, 0.27, 0.25, 0.4, 0.33, 0.27, -0.26, -0.26, 0.31, 0.38]
[-0.42, -0.35, 0.45, 0.25, -0.26, -0.38, -0.42, -0.32, 0.41, -0.35, 0.2, -0.32, 0.21, -0.23, -0.15, 0.38, -0.28, -0.44, 0.18, -0.48, 0.46, -0.48, 0.31, -0.22, 0.13, -0.31, 0.42, -0.11, -0.37, -0.16, -0.37, 0.0, -0.42, 0.06, -0.44, 0.28, -0.01, 0.13, 0.08, 0.08, 0.29, 0.36, 0.3, 0.12, -0.36, -0.49, -0.06, -0.22, -0.26, 0.31, 0.48, -0.15, -0.25, 0.49, -0.2, 0.3, -0.42, 0.29, -0.17, 0.05, -0.06, -0.37, 0.39, -0.04, 0.4, -0.25, 0.31, 0.0, 0.15, 0.39, -0.36, 0.12, 0.1, 0.11, -0.48, 0.02, 0.08, 0.13, -0.16, 0.16, -0.47, 0.34, -0.37, 0.21, -0.41, 0.28, 0.02, -0.09, -0.08, 0.37, -0.28, -0.42, -0.03, 0.49, -0.47, -0.07, -0.01, 0.48, 0.38, -0.2, 0.27, -0.16, -0.13, 0.18, 0.26, -0.27, -0.36, -0.39, 0.21, -0.09, 0.33, 0.41, -0.42, -0.12, 0.01, -0.49, -0.18, -0.46, -0.17, -0.39, -0.24, -0.21, 0.12, 0.0, -0.48, -0.12, 0.5, 0.34, 0.16, -0.05, -0.1, 0.06, -0.38, 0.14, 0.41, 0.44, -0.28, -0.12, -0.22, 0.23, -0.33, -0.35, -0.21, -0.11, 0.31, -0.07, 0.24, 0.07, -0.22, -0.4, -0.24, 0.42, 0.11, -0.03, -0.38, -0.18, -0.38, -0.1, 0.4, 0.26, -0.22, -0.2, 0.23, -0.29, 0.4, -0.23, -0.19, 0.04, 0.42, -0.11, -0.32, -0.23, -0.33, 0.49, 0.04, -0.09, 0.05, -0.43, -0.26, 0.38, -0.33, 0.01, 0.41, -0.36, -0.19, 0.39, -0.28, 0.49, 0.38, -0.31, 0.18, -0.31, 0.13, 0.28, -0.16, 0.18]
[0.43, 0.06, 0.13, -0.42, -0.22, -0.02, -0.17, 0.05, 0.09, -0.24, 0.1, 0.14, -0.06, -0.23, 0.33, -0.22, 0.22, -0.19, -0.14, 0.27, -0.43, -0.19, 0.17, -0.43, -0.03, 0.19, -0.48, 0.06, -0.19, -0.16, -0.3, 0.2, 0.01, -0.05, 0.34, 0.11, -0.04, 0.29, 0.35, 0.01, 0.19, -0.22, 0.23, -0.4, 0.24, -0.1, 0.4, -0.44, 0.46, -0.05, -0.09, 0.08, -0.29, -0.06, -0.19, -0.04, 0.37, -0.22, -0.14, -0.2, 0.1, 0.04, 0.29, 0.09, 0.24, 0.17, 0.26, -0.35, 0.45, -0.19, -0.2, -0.3, -0.11, 0.11, -0.11, 0.32, 0.3, 0.18, -0.27, -0.22, -0.2, 0.03, -0.07, -0.41, 0.09, 0.5, -0.35, -0.09, 0.44, -0.32, -0.17, -0.38, 0.34, -0.25, -0.02, -0.36, -0.46, 0.13, -0.39, 0.11, -0.41, -0.46, 0.08, 0.03, -0.12, 0.47, -0.22, 0.28, 0.1, -0.22, -0.19, -0.08, -0.09, 0.33, 0.43, -0.09, -0.45, 0.19, -0.44, 0.04, 0.4, -0.46, -0.33, 0.28, 0.09, 0.47, -0.17, 0.32, 0.41, -0.34, -0.19, 0.42, 0.01, -0.46, -0.43, 0.39, -0.45, 0.27, -0.42, -0.42, 0.37, 0.02, 0.34, -0.02, 0.39, -0.04, -0.48, -0.11, 0.3, 0.36, 0.04, 0.39, -0.16, 0.12, 0.38, 0.01, -0.05, 0.01, -0.31, -0.27, 0.28, -0.09, -0.17, -0.18, -0.46, 0.11, -0.22, 0.16, -0.37, -0.42, -0.05, 0.27, 0.09, 0.28, 0.48, 0.0, 0.15, 0.18, -0.2, -0.05, 0.4, -0.36, -0.11, -0.05, -0.27, 0.44, -0.37, 0.23, 0.06, 0.24, 0.06, 0.24, -0.49, -0.35, -0.41, 0.27]
[-0.41, 0.15, -0.14, -0.29, -0.18, -0.31, 0.32, 0.01, -0.09, 0.0, -0.12, -0.18, -0.2, 0.3, 0.37, 0.15, -0.32, -0.35, 0.45, -0.19, -0.04, 0.19, -0.04, -0.05, -0.06, 0.39, 0.14, 0.38, -0.47, -0.41, 0.37, 0.16, -0.44, 0.47, 0.43, 0.22, -0.22, 0.08, 0.38, 0.19, -0.42, -0.49, -0.22, 0.45, 0.17, -0.17, 0.15, 0.0, 0.36, -0.42, 0.34, 0.12, -0.49, 0.14, -0.47, -0.22, 0.48, -0.08, -0.14, -0.38, 0.33, -0.04, -0.4, -0.44, -0.42, -0.03, 0.3, 0.48, -0.35, 0.48, 0.04, -0.41, 0.33, 0.26, -0.48, 0.18, 0.21, 0.01, -0.27, -0.02, -0.49, 0.08, -0.11, 0.47, -0.33, 0.3, -0.38, -0.28, -0.05, -0.35, -0.44, 0.4, 0.45, -0.33, -0.15, 0.0, -0.26, 0.3, 0.29, -0.13, -0.27, -0.31, -0.24, 0.44, -0.06, -0.23, -0.01, -0.15, 0.34, -0.23, 0.2, 0.12, 0.16, 0.08, 0.48, -0.03, -0.47, -0.4, 0.45, -0.1, 0.32, -0.36, -0.31, 0.23, -0.1, 0.47, 0.23, 0.11, 0.38, -0.18, 0.14, 0.36, -0.22, 0.1, -0.29, 0.06, -0.3, 0.31, -0.36, 0.2, 0.35, 0.0, 0.26, 0.18, -0.34, -0.13, -0.01, -0.05, -0.12, 0.14, -0.13, 0.15, -0.18, -0.47, -0.42, -0.18, -0.25, 0.3, 0.42, 0.15, 0.35, -0.2, 0.48, -0.46, -0.32, 0.36, 0.4, -0.12, 0.13, -0.13, 0.35, 0.08, -0.16, 0.5, 0.33, -0.33, -0.21, 0.41, -0.44, -0.24, 0.32, -0.37, 0.22, -0.38, -0.44, -0.3, 0.31, 0.05, -0.4, -0.13, 0.24, 0.22, 0.12, -0.19, 0.16, 0.38]
[0.0, -0.07, -0.46, 0.17, -0.05, -0.46, -0.13, -0.09, -0.2, -0.27, -0.28, -0.43, -0.05, -0.34, -0.24, 0.19, -0.09, 0.45, -0.18, -0.11, -0.36, -0.41, 0.35, -0.33, -0.42, 0.41, -0.02, 0.41, -0.07, -0.27, -0.14, -0.25, 0.37, -0.01, 0.48, -0.03, 0.23, 0.32, 0.26, 0.31, 0.15, 0.16, 0.15, -0.38, -0.36, 0.28, -0.23, 0.35, -0.06, -0.04, 0.24, 0.49, -0.43, 0.0, 0.08, -0.48, 0.22, -0.13, -0.3, 0.48, -0.49, 0.21, 0.35, 0.26, -0.2, 0.29, 0.38, -0.18, 0.47, -0.18, -0.28, -0.16, -0.31, -0.21, -0.39, 0.06, 0.22, -0.4, -0.03, 0.12, -0.2, -0.14, -0.01, 0.34, 0.31, -0.25, 0.38, -0.35, 0.2, 0.0, 0.13, 0.03, 0.3, -0.31, -0.21, -0.39, 0.25, -0.47, -0.31, -0.01, -0.34, -0.3, -0.27, -0.32, -0.37, -0.33, -0.32, 0.29, -0.4, -0.18, -0.39, -0.12, -0.15, 0.09, -0.22, 0.29, 0.29, 0.4, -0.11, -0.43, 0.46, -0.29, -0.45, -0.31, -0.02, 0.17, 0.49, 0.43, -0.33, 0.27, 0.26, 0.28, -0.05, -0.3, 0.4, -0.44, 0.04, 0.49, 0.11, -0.24, 0.04, 0.17, 0.05, 0.33, 0.42, 0.22, 0.38, -0.05, 0.03, -0.35, -0.31, -0.45, 0.35, -0.25, 0.28, 0.4, 0.01, 0.29, -0.04, 0.47, 0.04, 0.1, -0.44, -0.04, -0.35, -0.31, -0.5, -0.3, 0.38, -0.49, -0.19, 0.28, -0.45, -0.13, 0.32, 0.02, -0.15, -0.01, -0.35, -0.32, 0.32, -0.33, 0.22, 0.12, -0.38, 0.09, 0.38, 0.0, 0.31, 0.12, -0.32, 0.41, -0.15, -0.15, 0.34, 0.36]
[0.09, 0.16, 0.1, -0.02, 0.3, 0.4, -0.06, -0.16, -0.3, 0.13, 0.16, 0.27, 0.42, -0.01, 0.21, -0.44, -0.38, -0.22, -0.21, -0.01, -0.45, -0.48, 0.3, 0.1, -0.42, 0.16, -0.23, -0.26, -0.18, -0.44, 0.26, 0.27, -0.44, 0.01, -0.06, -0.34, -0.14, -0.26, 0.41, -0.29, 0.33, -0.39, -0.05, 0.1, 0.17, -0.14, 0.27, -0.3, -0.37, -0.31, 0.4, -0.48, 0.1, -0.28, -0.18, 0.43, -0.23, 0.26, -0.3, 0.35, -0.07, 0.2, -0.47, -0.37, 0.22, -0.15, -0.11, -0.15, -0.16, -0.13, -0.42, 0.15, -0.16, -0.46, 0.15, 0.22, 0.42, 0.21, 0.31, 0.16, 0.23, 0.07, 0.23, -0.41, -0.16, 0.43, -0.18, -0.47, 0.32, -0.25, -0.41, -0.01, -0.26, 0.14, 0.09, -0.3, 0.43, 0.45, 0.13, -0.06, -0.4, -0.11, -0.13, -0.16, 0.1, -0.5, 0.05, -0.42, -0.13, 0.26, -0.46, -0.08, 0.26, -0.33, -0.38, -0.41, -0.26, 0.24, 0.0, -0.36, -0.29, -0.03, 0.04, -0.09, 0.15, -0.1, -0.41, -0.43, 0.09, -0.23, -0.06, 0.3, 0.0, -0.39, -0.02, 0.16, 0.38, -0.44, 0.36, -0.32, 0.3, 0.46, 0.4, 0.46, 0.02, -0.09, 0.25, -0.32, 0.26, -0.16, -0.16, -0.4, 0.03, 0.21, -0.18, -0.37, -0.25, 0.05, -0.21, -0.23, 0.46, 0.1, -0.07, -0.26, 0.44, -0.03, 0.12, -0.31, 0.05, 0.22, 0.32, 0.23, -0.43, 0.21, 0.1, 0.23, -0.1, -0.16, 0.19, -0.28, -0.5, 0.13, 0.16, 0.35, 0.26, 0.28, 0.44, -0.31, -0.01, -0.34, 0.06, 0.04, 0.28, 0.46, -0.46, -0.44]
[-0.33, -0.44, 0.38, -0.24, 0.26, 0.26, -0.14, -0.08, 0.21, 0.31, -0.18, 0.49, 0.37, 0.27, -0.3, -0.25, -0.4, -0.13, 0.32, -0.05, 0.12, -0.1, -0.01, -0.32, -0.49, 0.02, -0.3, 0.29, 0.07, -0.07, -0.32, 0.06, 0.23, -0.41, 0.41, 0.41, -0.23, -0.02, 0.12, 0.25, 0.25, 0.14, 0.15, -0.01, 0.23, -0.29, -0.33, 0.4, -0.1, 0.39, -0.19, -0.2, -0.26, 0.14, -0.12, -0.31, 0.29, -0.02, -0.09, 0.41, 0.07, -0.23, -0.5, 0.42, -0.31, 0.01, -0.25, -0.19, 0.27, -0.33, 0.19, 0.23, 0.25, -0.14, 0.19, -0.02, -0.49, -0.11, 0.22, 0.03, -0.45, -0.1, -0.38, -0.43, 0.12, -0.09, -0.12, 0.08, 0.06, 0.06, -0.49, 0.28, -0.12, -0.28, 0.45, 0.04, 0.16, -0.17, -0.22, -0.28, -0.22, -0.27, -0.35, -0.12, -0.46, -0.15, -0.19, 0.47, -0.18, 0.33, 0.24, -0.17, 0.33, 0.42, -0.42, 0.35, 0.01, 0.15, -0.38, 0.48, -0.13, -0.12, 0.38, -0.13, -0.2, 0.24, 0.39, -0.47, -0.01, 0.29, -0.47, 0.15, -0.27, 0.1, 0.27, 0.49, 0.49, -0.1, -0.31, 0.04, -0.1, -0.2, 0.45, -0.06, 0.45, -0.07, -0.32, -0.05, 0.35, -0.27, -0.09, 0.08, 0.16, 0.02, -0.24, -0.1, 0.29, -0.18, -0.29, 0.35, 0.0, 0.05, 0.07, 0.09, 0.34, -0.36, 0.38, -0.39, -0.27, -0.23, 0.14, 0.29, -0.03, -0.27, -0.48, -0.1, -0.38, -0.18, -0.08, -0.01, 0.44, -0.39, -0.43, 0.18, 0.01, -0.34, 0.04, 0.05, 0.07, 0.35, -0.24, 0.3, -0.07, 0.25, -0.08, 0.36]
[-0.29, 0.37, 0.18, -0.19, 0.15, 0.28, 0.09, -0.32, -0.21, -0.23, 0.46, -0.17, 0.06, 0.29, -0.38, -0.48, 0.42, 0.08, 0.06, 0.42, -0.33, -0.34, -0.22, -0.4, 0.36, -0.1, -0.04, -0.42, 0.09, -0.05, -0.47, 0.18, 0.31, 0.07, 0.17, 0.1, -0.41, -0.22, 0.34, -0.14, 0.09, 0.43, 0.38, -0.16, -0.21, -0.47, 0.08, 0.08, -0.5, 0.25, -0.29, -0.17, 0.34, -0.09, -0.31, 0.26, -0.31, 0.48, -0.26, 0.01, -0.02, 0.36, -0.04, 0.07, 0.25, 0.48, 0.15, 0.34, -0.11, 0.3, -0.33, -0.42, -0.31, -0.1, -0.39, 0.21, 0.41, -0.14, -0.22, 0.47, -0.32, 0.06, 0.37, 0.26, 0.34, 0.08, -0.5, -0.03, -0.4, 0.09, -0.49, 0.23, 0.45, -0.39, -0.31, -0.07, 0.2, -0.37, -0.14, -0.39, 0.42, 0.47, 0.33, 0.26, 0.38, 0.24, -0.32, -0.17, 0.25, 0.39, -0.49, -0.38, -0.37, 0.12, 0.19, 0.19, 0.26, 0.15, -0.23, -0.26, 0.07, 0.22, -0.05, -0.11, -0.14, 0.26, -0.04, 0.05, -0.25, -0.12, 0.18, -0.39, 0.45, -0.14, -0.44, 0.05, -0.29, -0.22, -0.22, 0.4, -0.04, -0.35, 0.34, 0.22, -0.24, 0.41, -0.36, 0.13, 0.25, -0.41, -0.49, 0.05, -0.21, -0.21, -0.2, 0.31, -0.1, -0.44, -0.1, -0.38, -0.33, -0.46, 0.19, 0.36, -0.17, 0.41, -0.31, 0.19, 0.15, -0.29, 0.02, -0.06, -0.06, -0.35, 0.11, -0.22, -0.08, -0.5, 0.32, -0.24, -0.15, 0.15, 0.32, 0.29, 0.06, 0.14, -0.46, 0.16, -0.25, -0.18, 0.21, -0.5, 0.5, -0.13, 0.43, 0.33]
