[0.22, 0.25, 0.34, 0.07, 0.36, 0.29, -0.15, 0.25, 0.07, -0.02, -0.41, -0.11, 0.22, 0.31, 0.45, -0.02, -0.24, -0.44, 0.03, 0.44, -0.13, -0.09, 0.4, -0.3, -0.42, 0.09, 0.37, -0.19, 0.34, -0.01, 0.24, -0.32, 0.01, 0.11, 0.43, -0.04, 0.43, -0.4, 0.13, 0.3, -0.19, 0.28, 0.04, -0.11, 0.37, -0.19, 0.46, 0.23, -0.04, 0.4, -0.44, -0.43, 0.31, 0.23, -0.44, -0.2, 0.35, 0.09, -0.22, -0.02, -0.07, -0.21, -0.05, -0.28, 0.49, -0.29, 0.3, -0.06, -0.07, -0.1, 0.45, 0.05, 0.47, -0.33, 0.19, 0.14, -0.3, 0.15, -0.12, -0.25, -0.23, -0.38, -0.35, -0.21, -0.22, 0.41, 0.29, -0.23, 0.31, -0.45, -0.22, 0.3, -0.03, 0.47, -0.23, 0.06, 0.48, -0.06, -0.02, 0.49, -0.16, 0.04, 0.43, 0.34, 0.24, 0.23, -0.25, 0.34, -0.12, -0.37, -0.06, 0.45, -0.41, -0.22, 0.25, -0.36, -0.1, 0.17, -0.16, 0.21, -0.4, -0.41, -0.19, -0.48, -0.13, 0.11, 0.2, 0.06, -0.17, 0.15, -0.41, -0.3, 0.27, -0.48, -0.34, -0.24, -0.43, 0.39, -0.16, 0.37, 0.08, 0.36, 0.37, -0.09, -0.26, 0.33, -0.15, 0.26, 0.45, 0.47, -0.11, -0.12, -0.49, 0.48, 0.28, -0.27, 0.34, -0.19, -0.06, 0.15, -0.4, -0.44, 0.38, 0.04, -0.17, -0.28, 0.04, 0.49, -0.21, -0.27, 0.32, 0.02, 0.36, 0.49, 0.44, 0.04, -0.21, 0.48, -0.43, 0.26, 0.01, -0.16, 0.08, 0.34, -0.28, 0.46, -0.25, -0.49, 0.13, -0.19, -0.3, 0.07, 0.06, 0.49, -0.5, 0.25]
[-0.04, -0.41, -0.41, -0.39, -0.39, 0.48, 0.35, 0.17, 0.08, -0.42, 0.03, -0.11, 0.14, -0.3, -0.41, 0.01, 0.3, 0.16, -0.28, 0.38, 0.17, -0.47, -0.32, 0.36, 0.17, -0.01, -0.03, -0.01, 0.14, 0.24, 0.22, -0.11, 0.18, -0.46, 0.28, -0.08, -0.32, -0.22, -0.4, -0.02, -0.08, 0.19, 0.21, -0.38, 0.47, 0.08, -0.4, -0.34, 0.05, 0.33, -0.21, -0.32, -0.05, -0.48, -0.14, 0.09, 0.42, 0.05, -0.25, 0.43, 0.13, -0.16, -0.42, -0.5, 0.26, -0.24, -0.2, 0.02, -0.02, 0.07, -0.48, -0.47, -0.02, 0.3, 0.14, 0.32, 0.07, -0.43, -0.08, 0.28, -0.12, -0.2, -0.5, 0.21, -0.45, 0.26, 0.28, 0.11, -0.41, -0.16, -0.17, -0.17, -0.07, -0.16, -0.35, -0.29, -0.26, 0.26, -0.21, 0.08, 0.31, 0.29, -0.37, 0.18, 0.36, 0.31, -0.41, -0.08, 0.08, 0.39, -0.45, -0.17, -0.09, -0.25, -0.09, 0.49, -0.46, 0.38, -0.14, -0.12, -0.13, -0.25, -0.01, 0.02, -0.11, -0.23, 0.07, -0.36, 0.02, 0.09, 0.19, -0.25, 0.29, -0.11, 0.15, -0.32, -0.12, -0.49, -0.15, -0.2, 0.06, 0.45, 0.24, -0.45, -0.46, -0.37, 0.44, 0.08, 0.06, -0.03, -0.23, 0.08, -0.42, 0.03, -0.37, -0.02, -0.25, -0.11, 0.0, -0.3, -0.11, 0.41, -0.06, -0.16, 0.36, 0.38, 0.46, -0.25, 0.27, -0.15, 0.37, 0.01, -0.42, -0.44, 0.15, 0.13, -0.24, 0.28, 0.04, 0.41, -0.46, -0.35, -0.13, -0.02, 0.24, -0.36, -0.24, 0.23, 0.33, -0.35, -0.45, -0.32, 0.16, -0.39, 0.32, 0.36]
[0.15, -0.2, -0.44, -0.27, -0.43, 0.42, 0.35, -0.48, 0.12, -0.09, 0.13, 0.3, -0.24, -0.38, 0.02, 0.16, 0.27, 0.34, -0.4, 0.14, -0.42, 0.17, 0.2, 0.03, -0.45, 0.5, 0.34, -0.23, -0.18, -0.38, -0.5, 0.02, -0.42, 0.48, 0.2, 0.21, 0.15, -0.4, 0.44, 0.16, -0.46, -0.39, -0.35, 0.28, 0.44, -0.45, 0.04, 0.35, 0.41, -0.17, 0.33, 0.14, 0.27, 0.01, -0.43, -0.1, 0.38, -0.43, 0.27, 0.4, 0.36, -0.23, 0.07, -0.45, 0.12, -0.14, -0.42, 0.45, -0.47, 0.32, -0.16, 0.46, 0.03, 0.11, -0.16, -0.09, 0.1, -0.41, 0.22, -0.22, 0.24, 0.16, -0.22, -0.33, 0.22, -0.32, -0.44, 0.43, 0.49, -0.02, 0.1, -0.44, -0.09, 0.27, -0.42, -0.11, -0.1, -0.25, -0.17, -0.35, 0.23, 0.33, -0.05, -0.23, 0.39, -0.21, -0.04, 0.1, 0.2, -0.44, -0.07, -0.31, -0.35, -0.23, 0.49, 0.27, 0.3, -0.19, 0.09, -0.26, -0.3, 0.27, -0.28, -0.43, 0.42, -0.33, -0.07, 0.31, 0.15, -0.5, 0.03, 0.33, -0.17, -0.24, -0.03, 0.2, 0.07, 0.46, -0.4, -0.49, 0.25, -0.29, 0.43, -0.03, -0.31, 0.5, -0.45, -0.24, 0.5, -0.44, -0.28, 0.46, 0.28, 0.09, -0.33, 0.47, 0.0, 0.09, 0.05, -0.34, 0.17, 0.23, -0.13, -0.41, 0.42, -0.33, -0.39, 0.11, -0.34, -0.45, 0.18, -0.4, -0.21, 0.43, 0.12, 0.04, 0.42, -0.12, 0.41, 0.27, -0.23, 0.5, -0.06, 0.31, 0.36, 0.32, -0.16, -0.33, 0.19, 0.31, 0.38, 0.33, -0.05, 0.12, 0.36, -0.06]
[-0.03, -0.04, 0.44, -0.17, -0.06, -0.46, 0.06, 0.14, -0.19, 0.13, -0.03, 0.43, 0.3, 0.46, -0.3, -0.4, -0.03, 0.49, 0.07, 0.02, 0.25, -0.29, 0.44, -0.21, -0.08, 0.03, 0.24, -0.1, 0.07, -0.45, 0.13, -0.42, -0.44, 0.17, 0.4, -0.31, 0.27, 0.44, -0.2, -0.01, 0.37, 0.31, 0.03, 0.19, 0.41, 0.36, 0.17, -0.46, -0.08, 0.47, -0.1, -0.29, -0.49, 0.4, 0.01, -0.16, 0.43, -0.26, 0.36, 0.09, 0.09, 0.06, 0.11, 0.22, 0.36, -0.17, 0.08, 0.5, -0.18, 0.32, 0.14, -0.3, 0.13, -0.03, 0.29, -0.19, 0.3, 0.02, 0.21, 0.35, 0.04, -0.4, 0.05, 0.09, 0.31, -0.31, 0.2, -0.33, 0.06, -0.42, 0.06, -0.42, -0.41, 0.43, 0.2, -0.23, -0.09, 0.03, -0.19, -0.1, -0.23, 0.46, 0.48, 0.3, 0.13, 0.28, -0.26, 0.32, 0.26, 0.03, 0.16, 0.17, -0.25, -0.31, 0.4, 0.4, 0.0, -0.22, 0.34, -0.02, 0.44, 0.22, 0.21, -0.44, -0.48, 0.03, -0.2, -0.2, 0.47, 0.3, 0.01, 0.28, 0.47, 0.28, 0.03, 0.34, -0.24, 0.05, 0.47, 0.17, -0.13, -0.49, -0.15, -0.33, 0.26, -0.22, -0.02, 0.36, -0.09, 0.34, -0.3, 0.22, -0.41, -0.27, 0.21, 0.48, 0.43, -0.07, 0.24, 0.38, -0.34, -0.24, 0.42, -0.3, -0.06, -0.43, -0.02, -0.37, 0.32, 0.4, 0.06, 0.24, 0.43, 0.28, -0.26, 0.06, -0.47, 0.42, -0.28, 0.05, -0.01, 0.11, 0.27, -0.25, -0.45, -0.14, 0.07, 0.0, 0.46, 0.38, -0.32, -0.06, 0.15, 0.17, -0.16, 0.36]
[-0.15, 0.49, -0.41, 0.18, 0.49, 0.17, -0.42, 0.36, 0.47, -0.1, 0.12, 0.44, 0.3, 0.44, -0.09, -0.24, 0.25, -0.37, 0.07, 0.46, 0.22, -0.47, 0.17, 0.31, 0.24, 0.27, 0.24, 0.32, 0.46, 0.26, 0.08, 0.18, 0.44, -0.3, 0.33, -0.29, 0.09, -0.24, 0.27, 0.07, 0.44, 0.45, 0.31, 0.31, 0.02, 0.34, 0.35, -0.38, -0.35, 0.3, -0.25, 0.32, 0.41, 0.31, 0.48, 0.46, 0.28, 0.1, 0.44, 0.12, -0.44, 0.13, 0.29, 0.11, -0.14, 0.16, -0.2, -0.11, -0.26, 0.07, -0.41, 0.1, 0.32, -0.28, 0.18, 0.03, 0.01, -0.5, 0.47, 0.1, -0.48, 0.01, -0.22, 0.25, -0.45, 0.34, -0.26, -0.2, -0.43, -0.03, 0.01, -0.3, -0.21, 0.21, -0.15, -0.36, 0.24, 0.39, -0.33, 0.32, 0.33, 0.37, -0.25, 0.24, -0.48, -0.39, -0.14, -0.03, 0.01, -0.03, 0.35, -0.06, 0.19, 0.49, -0.43, -0.08, 0.38, -0.39, -0.5, -0.46, -0.07, -0.1, -0.42, 0.32, -0.07, -0.45, -0.37, 0.32, 0.01, 0.09, -0.33, 0.2, -0.19, -0.29, -0.29, 0.02, -0.36, 0.46, 0.19, 0.1, -0.14, 0.01, 0.09, -0.27, -0.05, 0.35, 0.3, -0.35, -0.01, -0.37, -0.3, -0.48, 0.48, -0.46, 0.09, -0.28, 0.5, 0.44, 0.35, -0.04, -0.05, 0.08, 0.49, 0.16, 0.35, 0.41, 0.27, 0.36, -0.34, -0.23, -0.44, -0.33, 0.37, 0.17, 0.36, -0.38, 0.46, -0.12, -0.01, -0.15, 0.22, -0.4, -0.13, 0.07, -0.23, 0.43, 0.23, -0.02, 0.05, -0.36, 0.45, 0.41, -0.07, -0.21, 0.22, 0.46]
[-0.26, -0.28, 0.31, 0.23, 0.49, 0.14, -0.15, 0.35, 0.36, 0.23, 0.46, -0.23, 0.49, 0.14, -0.19, -0.32, -0.04, 0.21, 0.36, -0.23, 0.14, 0.38, 0.01, 0.01, -0.38, -0.01, -0.42, -0.14, -0.19, -0.16, 0.43, -0.15, -0.18, -0.31, -0.17, 0.48, -0.12, -0.09, -0.09, 0.08, 0.34, -0.49, -0.01, -0.49, -0.47, 0.15, 0.42, 0.13, 0.11, -0.05, -0.11, 0.27, 0.23, 0.39, 0.41, 0.41, -0.19, -0.17, -0.33, 0.34, 0.07, -0.45, 0.09, 0.23, -0.36, -0.18, -0.3, 0.13, -0.4, -0.26, -0.1, -0.31, 0.37, -0.03, 0.28, -0.24, -0.24, -0.1, 0.37, 0.17, 0.2, 0.0, -0.4, -0.43, -0.1, 0.4, 0.02, 0.14, 0.37, 0.28, 0.22, -0.22, 0.04, 0.22, 0.48, -0.23, -0.14, -0.41, -0.13, -0.45, 0.38, -0.47, 0.39, -0.39, 0.29, 0.07, -0.3, 0.07, -0.19, 0.05, 0.05, 0.46, 0.24, 0.41, 0.39, 0.04, -0.38, -0.34, -0.26, 0.04, -0.07, -0.33, -0.09, -0.15, -0.47, -0.06, 0.5, -0.41, -0.06, 0.36, -0.45, -0.25, -0.49, 0.19, 0.28, 0.33, -0.49, 0.31, -0.38, 0.5, 0.42, -0.17, 0.31, -0.01, 0.17, -0.34, -0.06, 0.35, 0.03, -0.07, -0.43, -0.35, -0.04, -0.2, -0.1, 0.03, 0.06, -0.18, 0.49, 0.41, 0.41, -0.39, -0.05, 0.18, -0.47, -0.38, 0.03, 0.04, -0.06, -0.22, 0.2, 0.46, -0.22, -0.48, 0.32, 0.3, -0.06, -0.29, -0.44, -0.28, 0.24, 0.08, 0.12, -0.3, -0.45, -0.19, 0.0, -0.25, -0.26, 0.4, -0.37, 0.23, -0.14, 0.14, 0.19, -0.01]
[-0.44, -0.4, -0.44, 0.05, 0.37, 0.0, -0.32, -0.29, 0.22, -0.17, -0.12, 0.31, 0.44, 0.3, 0.41, -0.02, 0.27, -0.28, 0.43, 0.03, 0.45, 0.15, 0.05, -0.26, 0.48, 0.46, -0.29, -0.21, 0.29, -0.31, -0.32, 0.17, -0.07, -0.27, 0.43, 0.41, 0.27, -0.32, 0.03, 0.21, 0.42, -0.45, 0.4, 0.24, -0.21, 0.13, 0.06, 0.3, 0.06, -0.02, -0.02, 0.16, -0.15, -0.5, 0.39, -0.38, 0.16, -0.41, 0.48, 0.07, 0.43, 0.29, 0.1, 0.47, -0.46, -0.04, -0.35, -0.05, 0.16, 0.08, -0.32, 0.14, 0.13, -0.28, 0.49, 0.32, -0.38, 0.05, 0.36, -0.39, 0.04, 0.18, -0.49, 0.4, 0.29, -0.41, 0.46, -0.1, 0.47, 0.08, -0.49, -0.21, 0.29, -0.01, 0.22, -0.04, 0.48, 0.18, 0.18, 0.43, -0.17, -0.09, 0.5, -0.21, 0.09, 0.11, 0.49, -0.15, -0.36, 0.35, 0.4, 0.22, 0.19, 0.32, -0.21, -0.06, -0.11, 0.0, 0.05, 0.28, -0.43, 0.31, -0.17, -0.19, -0.07, -0.13, 0.42, -0.4, -0.49, 0.39, -0.19, 0.38, 0.12, -0.19, 0.32, -0.01, -0.14, -0.23, 0.3, -0.33, -0.15, -0.03, -0.41, -0.32, -0.47, -0.43, 0.26, -0.34, -0.32, -0.01, -0.14, -0.01, -0.04, -0.19, -0.49, -0.11, 0.44, -0.28, -0.14, 0.3, 0.26, 0.49, 0.25, -0.4, -0.47, 0.36, 0.28, -0.11, 0.11, -0.44, 0.08, 0.37, 0.3, 0.49, -0.05, -0.19, -0.28, -0.23, -0.09, 0.43, 0.32, 0.34, 0.07, 0.22, -0.43, -0.28, 0.05, 0.29, 0.3, 0.29, 0.33, 0.4, -0.25, 0.41, -0.35, -0.45]
[-0.37, 0.04, 0.49, -0.15, -0.4, -0.37, -0.12, 0.26, 0.04, -0.41, -0.27, 0.05, 0.44, -0.46, -0.13, -0.41, 0.05, 0.31, -0.35, 0.4, 0.02, 0.42, -0.15, 0.43, 0.5, 0.5, -0.14, 0.32, 0.29, -0.18, 0.37, -0.3, -0.15, 0.22, 0.27, -0.49, 0.01, 0.11, -0.21, -0.31, -0.41, -0.38, 0.03, 0.02, 0.1, 0.36, -0.43, -0.31, -0.14, 0.05, -0.47, 0.26, 0.25, -0.05, -0.05, -0.28, 0.0, -0.07, -0.05, 0.39, -0.02, -0.37, -0.33, -0.11, -0.3, -0.41, 0.28, 0.13, 0.41, 0.14, 0.08, -0.15, -0.28, -0.35, 0.12, 0.5, -0.37, -0.18, -0.49, -0.48, 0.1, 0.47, 0.42, 0.22, 0.43, 0.38, 0.26, -0.3, -0.06, -0.36, -0.43, -0.5, -0.05, 0.08, -0.17, 0.05, -0.31, -0.32, 0.02, -0.18, -0.01, -0.18, -0.32, -0.14, -0.32, 0.16, 0.17, 0.46, 0.46, -0.33, 0.16, -0.06, 0.19, 0.0, -0.23, -0.27, -0.01, 0.48, 0.37, -0.23, -0.29, -0.2, -0.4, 0.09, 0.4, 0.22, 0.29, -0.1, -0.06, 0.12, -0.23, -0.13, -0.47, -0.43, 0.08, 0.5, -0.48, -0.49, -0.27, 0.5, -0.11, -0.15, 0.49, -0.01, -0.42, 0.37, 0.4, 0.32, 0.03, 0.31, -0.11, -0.02, -0.4, 0.05, -0.22, 0.48, -0.13, -0.45, -0.3, 0.0, 0.32, -0.16, 0.36, 0.15, -0.11, -0.24, -0.16, -0.17, -0.47, -0.32, 0.48, -0.23, 0.38, 0.43, -0.2, 0.28, 0.24, -0.41, -0.03, 0.14, -0.06, -0.06, -0.49, -0.05, -0.26, -0.21, -0.19, 0.46, -0.4, -0.06, 0.43, -0.25, -0.37, 0.36, -0.47, 0.27]
[0.41, -0.18, 0.28, -0.27, -0.48, 0.39, -0.33, -0.04, 0.45, 0.09, -0.1, 0.49, 0.47, -0.4, 0.39, -0.35, 0.01, 0.19, 0.37, -0.2, 0.45, -0.09, -0.34, 0.42, 0.24, 0.36, 0.11, -0.08, 0.2, -0.34, -0.01, -0.15, -0.4, 0.23, -0.13, 0.13, 0.35, 0.27, -0.09, 0.46, 0.18, 0.4, -0.4, 0.24, -0.07, 0.04, 0.38, 0.02, 0.31, 0.29, -0.45, 0.48, -0.17, 0.29, -0.43, -0.08, -0.39, -0.15, 0.17, 0.43, 0.1, -0.01, 0.04, -0.45, -0.32, -0.16, 0.44, 0.24, 0.26, 0.28, -0.31, -0.09, 0.14, 0.04, 0.07, -0.12, -0.49, 0.38, -0.47, 0.36, 0.04, 0.48, 0.06, -0.47, -0.41, 0.03, -0.47, 0.4, -0.44, 0.5, 0.47, -0.21, 0.37, -0.35, 0.19, -0.31, 0.37, -0.48, 0.15, -0.23, -0.32, -0.23, 0.43, -0.41, -0.47, -0.42, 0.12, 0.42, -0.44, -0.45, 0.31, 0.12, 0.05, 0.16, -0.49, 0.22, -0.31, 0.45, 0.21, 0.5, 0.1, 0.2, -0.2, -0.45, -0.21, -0.18, 0.45, -0.15, -0.46, -0.35, 0.29, -0.43, -0.21, 0.44, -0.48, -0.31, -0.29, 0.0, -0.08, 0.35, 0.45, 0.48, -0.38, 0.02, 0.22, 0.18, 0.42, 0.47, 0.24, 0.14, 0.1, 0.39, 0.36, 0.41, 0.38, 0.08, -0.18, 0.05, 0.06, 0.45, 0.05, 0.07, -0.4, 0.23, 0.1, 0.43, 0.05, -0.13, 0.03, -0.41, -0.45, 0.05, 0.15, 0.11, -0.45, 0.25, -0.34, 0.43, 0.08, -0.3, 0.33, -0.23, -0.05, 0.5, 0.05, -0.18, -0.22, 0.01, -0.24, 0.13, -0.22, -0.12, -0.4, -0.04, -0.3, 0.45]
[0.3, 0.32, -0.43, -0.06, 0.07, -0.09, 0.1, 0.31, 0.14, 0.45, -0.47, -0.26, -0.37, 0.35, -0.04, 0.22, -0.31, -0.17, -0.24, -0.17, 0.04, -0.21, 0.02, 0.2, 0.38, 0.18, -0.01, 0.46, -0.16, -0.16, 0.11, -0.27, -0.15, -0.5, -0.38, 0.39, -0.11, 0.16, 0.49, 0.45, -0.1, 0.41, 0.13, 0.4, 0.47, 0.18, 0.26, -0.4, -0.3, 0.15, -0.17, -0.46, 0.48, -0.13, -0.23, -0.49, -0.13, -0.44, -0.18, -0.27, -0.49, -0.26, 0.1, -0.09, 0.09, 0.04, -0.05, 0.03, 0.2, 0.28, 0.23, 0.27, -0.15, -0.29, 0.34, -0.23, -0.18, -0.26, 0.32, 0.36, -0.02, 0.46, -0.14, 0.32, 0.5, 0.45, -0.06, -0.37, -0.39, -0.3, -0.13, -0.31, 0.11, -0.49, 0.21, -0.48, 0.37, -0.26, -0.22, 0.41, -0.2, 0.5, -0.36, 0.12, 0.04, 0.48, -0.35, 0.13, 0.41, 0.13, -0.05, -0.28, 0.41, 0.29, 0.29, 0.03, 0.23, 0.04, -0.39, 0.26, 0.37, -0.36, 0.31, -0.32, -0.22, 0.07, -0.12, -0.15, -0.38, 0.3, 0.44, 0.43, 0.33, -0.01, -0.46, -0.33, -0.02, 0.01, 0.26, 0.19, -0.13, 0.06, -0.06, -0.46, -0.4, 0.42, -0.02, 0.09, -0.04, -0.26, 0.38, -0.27, -0.35, 0.12, -0.33, -0.2, -0.48, 0.06, -0.27, 0.38, -0.16, -0.5, -0.35, 0.23, -0.42, 0.27, -0.1, 0.1, -0.26, -0.41, 0.21, 0.39, 0.38, -0.31, 0.14, 0.09, -0.1, 0.27, 0.48, 0.08, 0.21, 0.02, -0.32, 0.36, -0.2, -0.41, -0.18, -0.32, 0.04, -0.26, -0.46, 0.29, -0.37, -0.32, -0.38, 0.11]
