[-0.05, 0.07, -0.48, -0.29, 0.15, 0.31, 0.47, -0.49, -0.09, 0.21, -0.43, 0.48, 0.03, -0.17, -0.31, 0.47, 0.17, -0.03, 0.31, -0.37, -0.47, -0.1, 0.23, 0.05, -0.4, -0.16, 0.39, -0.2, 0.12, -0.17, -0.02, 0.02, 0.43, 0.16, 0.47, 0.34, -0.29, 0.47, 0.3, -0.17, 0.2, 0.22, 0.24, -0.06, 0.22, -0.02, -0.24, 0.06, -0.08, 0.32, 0.15, -0.19, -0.05, -0.47, 0.34, -0.29, -0.27, -0.05, -0.35, 0.01, 0.42, -0.27, -0.41, 0.05, -0.16, -0.17, 0.22, 0.47, -0.09, -0.24, 0.26, -0.41, 0.08, -0.08, -0.46, -0.34, -0.2, -0.25, 0.24, -0.39, 0.02, -0.1, -0.36, 0.13, 0.49, -0.03, -0.22, -0.37, 0.21, -0.49, -0.29, -0.45, 0.15, 0.43, -0.44, 0.37, 0.12, 0.05, 0.32, -0.4, 0.06, -0.41, -0.21, -0.04, -0.23, -0.04, 0.23, 0.02, -0.19, 0.41, 0.35, -0.29, -0.27, 0.15, -0.15, 0.06, 0.37, -0.39, -0.1, 0.32, -0.33, -0.47, -0.39, 0.31, -0.44, 0.27, 0.28, 0.49, -0.16, 0.46, -0.47, -0.45, 0.46, -0.29, -0.04, 0.14, 0.3, -0.33, -0.46, 0.42, 0.25, 0.42, 0.11, -0.04, 0.02, 0.0, 0.26, 0.44, -0.22, 0.48, -0.5, 0.06, 0.12, -0.44, -0.14, 0.35, 0.01, -0.07, -0.06, -0.17, 0.01, -0.06, -0.28, 0.19, 0.14, 0.4, 0.08, 0.3, -0.49, -0.4, -0.34, -0.21, 0.23, 0.01, 0.46, -0.04, 0.13, 0.4, 0.17, 0.03, 0.28, -0.22, -0.45, -0.01, -0.33, 0.2, -0.14, 0.11, -0.22, -0.31, 0.11, -0.27, -0.49, 0.17, 0.16, 0.27]
[0.48, 0.36, -0.41, -0.31, -0.27, 0.16, 0.41, 0.28, -0.41, 0.42, 0.37, 0.18, -0.03, 0.46, 0.09, 0.46, 0.09, 0.42, 0.2, -0.14, 0.47, -0.15, 0.05, -0.06, -0.08, -0.4, -0.06, 0.0, -0.22, -0.46, 0.42, -0.18, -0.06, 0.5, 0.19, -0.41, 0.05, 0.09, 0.16, 0.18, 0.3, 0.28, 0.28, 0.18, -0.39, 0.21, 0.34, -0.14, -0.46, 0.44, 0.27, 0.38, -0.38, 0.14, -0.37, -0.28, -0.05, 0.2, 0.42, 0.0, 0.39, 0.31, -0.26, 0.25, -0.3, 0.32, 0.21, -0.15, 0.04, 0.2, -0.31, 0.0, 0.48, 0.34, 0.44, -0.01, 0.41, -0.2, -0.22, -0.32, 0.21, -0.44, 0.11, -0.04, 0.08, 0.23, -0.49, 0.11, -0.15, -0.44, -0.24, 0.18, -0.31, 0.37, -0.32, -0.1, 0.2, 0.03, -0.14, -0.18, -0.09, -0.4, 0.33, 0.37, 0.28, 0.08, 0.29, 0.37, -0.22, -0.48, -0.34, 0.27, -0.22, -0.07, -0.42, 0.32, -0.25, -0.32, -0.31, 0.34, -0.17, 0.15, -0.26, -0.32, 0.39, 0.12, -0.27, 0.41, -0.2, -0.01, -0.21, -0.34, -0.48, 0.47, 0.06, 0.15, -0.39, 0.43, 0.07, -0.4, 0.18, -0.02, -0.46, 0.41, 0.33, 0.47, -0.05, 0.46, 0.02, 0.4, 0.0, -0.3, -0.21, 0.05, 0.49, -0.46, 0.09, -0.22, 0.07, -0.22, -0.42, 0.04, 0.15, -0.41, 0.16, -0.31, 0.35, 0.08, -0.18, -0.21, 0.29, 0.14, 0.09, 0.05, -0.43, 0.3, -0.17, -0.4, -0.3, 0.17, -0.32, -0.1, 0.47, -0.34, 0.16, 0.18, -0.19, 0.0, -0.03, 0.5, 0.17, 0.2, 0.37, -0.07, 0.08, -0.35]
[0.37, 0.31, -0.26, -0.27, -0.34, -0.05, -0.15, -0.24, 0.16, -0.21, 0.09, 0.08, -0.49, 0.19, -0.18, -0.45, -0.5, -0.13, 0.16, 0.49, -0.08, -0.21, 0.43, -0.06, 0.27, -0.39, -0.17, -0.5, 0.04, 0.14, 0.33, -0.18, 0.2, 0.41, 0.39, 0.13, 0.32, 0.12, 0.04, 0.39, 0.06, -0.13, 0.13, 0.36, -0.28, 0.04, -0.34, 0.21, 0.49, 0.49, -0.17, 0.19, 0.45, 0.47, 0.34, -0.25, -0.37, -0.31, -0.16, -0.47, 0.3, 0.17, 0.48, -0.4, 0.25, -0.03, 0.17, -0.48, 0.31, -0.19, -0.41, 0.41, -0.3, -0.35, 0.15, 0.4, 0.02, 0.04, -0.5, 0.29, 0.36, -0.09, 0.09, 0.35, 0.44, -0.49, -0.19, -0.03, 0.49, -0.03, 0.38, 0.09, 0.48, -0.31, -0.22, 0.3, 0.18, -0.28, 0.05, -0.08, 0.35, 0.04, 0.07, -0.19, 0.17, -0.11, -0.02, -0.1, -0.06, -0.43, 0.1, 0.13, -0.31, -0.49, 0.44, 0.42, -0.16, -0.4, 0.03, 0.24, 0.29, 0.02, -0.37, -0.19, -0.03, 0.08, 0.09, -0.14, -0.28, 0.36, 0.16, -0.03, 0.43, -0.41, -0.44, -0.44, 0.45, 0.11, 0.32, -0.48, -0.26, -0.37, -0.18, 0.4, -0.27, -0.29, -0.15, -0.36, -0.2, 0.25, 0.14, -0.35, -0.1, -0.21, 0.44, -0.45, 0.34, 0.47, -0.28, -0.15, -0.11, -0.13, 0.04, 0.04, -0.25, 0.43, -0.22, 0.23, 0.36, -0.43, -0.27, 0.23, -0.2, -0.49, -0.19, -0.48, -0.26, -0.17, 0.28, 0.17, -0.06, -0.29, 0.13, 0.04, -0.07, -0.12, 0.03, 0.4, 0.46, -0.49, -0.32, -0.43, -0.06, 0.2, -0.1, 0.44]
[-0.32, -0.43, 0.22, -0.11, 0.27, -0.41, -0.22, 0.36, 0.08, -0.32, -0.24, -0.11, 0.29, 0.2, -0.3, 0.0, -0.1, -0.14, 0.17, -0.42, 0.12, 0.38, -0.01, -0.01, 0.0, 0.46, 0.35, 0.21, 0.36, -0.46, 0.11, 0.0, -0.38, 0.36, 0.14, 0.49, 0.2, 0.33, 0.19, -0.42, 0.43, 0.29, -0.28, 0.32, -0.18, -0.38, 0.25, 0.4, 0.35, 0.18, 0.23, -0.23, 0.01, 0.09, 0.45, 0.47, 0.32, -0.02, 0.39, 0.33, -0.08, -0.28, 0.2, -0.01, 0.09, 0.43, -0.41, -0.15, 0.42, 0.42, 0.43, -0.48, 0.33, 0.33, 0.36, -0.06, 0.29, -0.05, 0.31, 0.43, 0.31, 0.27, -0.18, 0.19, -0.21, -0.25, -0.17, 0.39, 0.14, -0.11, 0.26, -0.09, 0.37, -0.32, -0.14, -0.14, -0.14, 0.02, -0.07, -0.23, 0.06, 0.39, -0.31, 0.21, 0.15, 0.08, -0.09, -0.5, -0.37, -0.27, -0.49, -0.34, -0.33, -0.07, -0.36, 0.11, 0.02, -0.03, -0.32, -0.31, 0.42, -0.46, 0.25, -0.42, 0.46, 0.0, 0.05, -0.18, -0.43, 0.21, 0.09, -0.04, 0.1, -0.27, -0.35, 0.31, 0.18, 0.42, 0.03, -0.38, -0.39, -0.03, 0.46, -0.44, 0.09, 0.1, -0.16, 0.39, 0.22, -0.23, -0.07, 0.2, -0.31, 0.01, 0.11, 0.47, 0.22, -0.4, -0.24, -0.12, -0.01, -0.22, 0.5, 0.28, 0.28, 0.43, 0.34, 0.31, 0.39, -0.07, -0.15, 0.03, 0.32, 0.11, 0.0, -0.25, -0.08, 0.31, -0.2, 0.1, -0.16, -0.5, 0.32, 0.15, 0.33, -0.1, 0.06, -0.01, -0.21, -0.03, -0.17, 0.43, -0.07, 0.02, -0.18, -0.29]
[0.13, 0.16, 0.35, -0.37, 0.44, -0.17, -0.32, -0.26, 0.26, -0.05, 0.39, 0.27, 0.13, -0.19, 0.22, -0.44, 0.13, -0.02, -0.45, 0.23, -0.27, -0.27, -0.3, 0.13, -0.06, -0.01, 0.09, -0.3, 0.07, 0.29, -0.49, 0.29, -0.37, -0.23, -0.29, 0.43, -0.24, 0.05, -0.28, -0.2, 0.02, 0.36, 0.39, 0.39, -0.25, -0.09, 0.3, -0.24, 0.23, 0.09, -0.11, -0.05, -0.46, -0.17, -0.23, 0.34, 0.42, -0.03, 0.34, -0.1, -0.09, 0.37, -0.21, -0.12, 0.34, 0.23, 0.33, 0.37, -0.28, -0.43, -0.18, -0.31, 0.37, 0.39, -0.08, -0.44, -0.23, 0.25, 0.05, 0.46, -0.2, 0.13, 0.03, 0.48, -0.23, -0.27, -0.4, 0.05, 0.03, -0.29, 0.0, 0.24, -0.04, 0.29, -0.33, -0.37, -0.25, 0.49, 0.19, -0.48, -0.41, 0.34, -0.25, -0.11, 0.47, 0.45, -0.12, -0.16, -0.34, -0.47, -0.36, -0.45, -0.27, -0.23, 0.36, 0.15, 0.14, -0.29, -0.11, -0.03, -0.21, -0.37, 0.41, -0.39, 0.01, 0.29, -0.07, -0.18, 0.17, -0.31, 0.27, -0.13, -0.16, 0.03, -0.5, 0.05, -0.42, -0.09, 0.08, 0.23, -0.4, 0.44, 0.16, -0.42, 0.41, -0.49, -0.09, -0.33, 0.33, -0.04, 0.46, -0.11, -0.3, -0.27, 0.3, 0.34, -0.23, -0.34, -0.39, -0.14, 0.32, 0.09, 0.26, 0.03, 0.4, 0.22, 0.39, 0.45, -0.06, -0.26, 0.3, -0.2, -0.01, 0.5, -0.11, -0.18, 0.15, -0.35, 0.34, 0.11, -0.35, 0.32, 0.09, 0.18, -0.12, 0.23, 0.02, 0.2, -0.36, -0.21, -0.18, -0.38, 0.1, -0.43, -0.39, -0.15]
[0.15, 0.47, -0.5, 0.34, 0.06, 0.07, 0.49, 0.31, 0.06, 0.46, -0.27, -0.15, -0.31, -0.26, -0.23, 0.45, 0.48, 0.44, 0.1, 0.05, -0.26, 0.31, -0.12, 0.15, -0.25, 0.48, 0.01, 0.47, -0.32, 0.37, -0.42, 0.04, 0.02, 0.33, -0.46, -0.3, -0.21, -0.14, -0.19, 0.29, 0.26, 0.47, 0.12, 0.17, -0.44, -0.03, -0.13, 0.45, 0.33, -0.45, -0.08, -0.45, -0.09, -0.45, -0.46, -0.31, 0.08, -0.46, -0.27, -0.45, 0.31, 0.04, 0.5, 0.01, -0.37, 0.12, 0.08, 0.15, 0.27, 0.44, -0.13, -0.07, -0.34, -0.03, -0.47, 0.25, 0.04, 0.19, 0.48, -0.31, 0.48, 0.17, 0.04, -0.1, 0.23, -0.3, 0.09, 0.37, -0.46, 0.21, -0.07, -0.33, -0.35, 0.14, 0.31, 0.12, 0.46, 0.3, 0.07, 0.22, 0.2, -0.18, -0.46, 0.04, -0.07, 0.31, -0.07, -0.19, 0.16, 0.35, 0.43, -0.1, -0.1, 0.14, 0.28, 0.32, 0.29, 0.24, -0.28, -0.24, 0.01, 0.19, 0.32, -0.17, 0.45, 0.03, -0.34, 0.22, -0.48, 0.29, 0.17, -0.1, -0.15, 0.26, 0.31, -0.4, 0.0, 0.2, 0.19, -0.41, -0.12, -0.32, -0.44, 0.23, -0.03, 0.48, 0.34, -0.13, -0.43, 0.31, -0.23, 0.49, -0.48, 0.13, 0.23, -0.17, -0.11, 0.22, 0.37, -0.19, 0.16, -0.1, 0.04, -0.38, 0.15, -0.23, -0.07, -0.34, 0.23, 0.36, 0.39, 0.05, 0.01, 0.38, 0.35, -0.47, 0.34, 0.05, 0.0, -0.46, -0.43, 0.01, -0.19, 0.48, -0.11, 0.35, -0.19, 0.24, 0.29, -0.33, 0.32, -0.35, -0.04, 0.01, -0.25, 0.28]
[-0.29, 0.11, -0.44, -0.13, -0.24, -0.48, 0.26, 0.01, -0.3, -0.35, 0.05, -0.35, -0.23, -0.19, -0.38, 0.13, 0.12, 0.1, 0.11, -0.13, -0.29, -0.04, -0.17, 0.14, 0.43, -0.07, -0.42, -0.38, 0.3, 0.42, -0.21, 0.34, 0.05, -0.29, 0.48, 0.32, -0.29, 0.22, -0.14, -0.33, 0.38, 0.28, 0.31, -0.2, -0.19, 0.1, -0.45, 0.0, 0.38, -0.16, 0.09, -0.39, -0.04, -0.27, 0.31, 0.27, -0.06, 0.02, 0.37, 0.3, -0.04, -0.47, 0.43, 0.18, 0.15, -0.16, -0.4, -0.09, 0.4, 0.4, -0.42, -0.02, -0.39, 0.17, -0.17, -0.22, 0.3, 0.38, -0.09, 0.1, 0.29, 0.13, -0.2, -0.39, -0.49, -0.29, 0.43, -0.32, 0.18, -0.1, -0.38, 0.06, -0.39, 0.0, 0.09, 0.45, -0.3, 0.3, 0.26, 0.01, -0.4, -0.36, 0.27, -0.26, -0.44, 0.26, 0.04, 0.01, -0.02, 0.39, 0.37, 0.09, -0.17, 0.02, -0.04, -0.4, 0.26, 0.29, -0.11, -0.46, 0.1, 0.19, 0.03, 0.36, -0.33, -0.2, 0.47, -0.29, 0.17, 0.35, 0.33, 0.34, -0.11, -0.45, 0.01, 0.07, 0.43, -0.02, 0.22, -0.48, 0.23, 0.25, 0.3, -0.07, -0.4, 0.09, -0.04, 0.12, -0.09, -0.48, 0.27, 0.18, -0.5, 0.28, 0.35, 0.45, 0.33, 0.3, 0.38, 0.35, -0.29, 0.16, -0.41, 0.37, -0.46, -0.39, 0.19, -0.4, -0.3, 0.37, -0.17, -0.43, -0.49, 0.5, 0.24, 0.46, -0.28, 0.18, 0.3, 0.01, 0.26, -0.28, 0.07, -0.37, -0.16, -0.39, 0.36, 0.08, 0.25, 0.21, 0.35, -0.29, 0.29, 0.11, -0.29, 0.48]
[-0.26, 0.02, 0.12, 0.06, -0.13, -0.26, 0.47, 0.25, -0.48, 0.14, -0.49, -0.16, 0.03, 0.21, -0.05, 0.36, -0.48, -0.31, -0.08, -0.34, 0.14, 0.02, 0.02, -0.04, 0.21, -0.45, 0.33, 0.34, -0.41, 0.43, -0.48, 0.22, -0.15, -0.49, -0.48, 0.49, -0.1, -0.42, -0.06, -0.09, 0.16, 0.34, 0.24, -0.45, 0.09, 0.17, 0.35, 0.01, -0.26, 0.35, -0.32, 0.18, -0.03, -0.22, -0.25, -0.21, -0.04, -0.42, -0.2, -0.32, -0.27, 0.05, 0.37, -0.13, -0.02, -0.43, 0.25, -0.04, -0.23, 0.36, -0.02, 0.09, 0.35, 0.31, -0.43, -0.06, -0.01, -0.39, -0.31, 0.47, 0.44, 0.07, 0.27, 0.37, 0.03, 0.39, 0.36, -0.46, -0.15, 0.44, 0.15, 0.04, -0.4, -0.35, -0.44, 0.11, -0.48, 0.49, 0.03, -0.37, -0.18, 0.35, -0.42, 0.01, 0.07, 0.45, -0.23, 0.45, -0.48, 0.45, 0.19, 0.4, -0.4, 0.46, 0.43, -0.23, -0.07, 0.42, -0.29, -0.01, -0.41, 0.23, -0.4, -0.08, 0.06, 0.33, -0.43, 0.46, -0.46, -0.01, 0.44, 0.01, -0.42, 0.31, 0.4, -0.12, -0.03, 0.27, 0.32, 0.36, -0.31, -0.1, 0.07, 0.27, 0.36, -0.11, -0.41, -0.27, -0.14, 0.48, -0.12, -0.24, 0.38, -0.31, -0.15, -0.35, 0.5, 0.41, -0.14, -0.1, 0.13, -0.35, -0.29, -0.4, -0.4, -0.41, 0.1, -0.12, -0.18, 0.14, -0.26, 0.02, 0.33, 0.45, -0.39, 0.15, 0.43, 0.21, 0.08, -0.45, 0.45, -0.47, 0.29, 0.34, 0.29, -0.12, -0.02, 0.24, 0.18, 0.16, -0.25, 0.33, -0.2, 0.07, -0.09, -0.45]
[-0.13, 0.06, -0.39, 0.04, 0.12, -0.49, -0.03, 0.13, -0.16, 0.1, 0.13, 0.14, -0.23, 0.18, -0.4, -0.14, 0.4, -0.31, 0.04, 0.21, 0.34, 0.26, 0.47, -0.47, 0.3, 0.35, -0.45, -0.4, 0.28, -0.05, 0.26, 0.21, 0.19, -0.24, -0.1, -0.33, -0.3, 0.41, -0.05, -0.44, -0.24, -0.37, 0.05, -0.48, -0.18, 0.44, -0.49, 0.39, -0.06, 0.29, -0.33, 0.48, -0.3, -0.18, -0.23, 0.17, 0.02, -0.44, -0.27, -0.18, -0.28, 0.05, 0.47, -0.11, -0.46, 0.19, -0.46, -0.08, 0.44, -0.31, 0.43, -0.44, -0.12, 0.33, 0.45, 0.04, 0.18, -0.05, 0.24, 0.27, -0.12, 0.35, 0.18, -0.45, -0.35, 0.03, 0.34, 0.09, 0.04, 0.4, 0.43, -0.39, 0.36, -0.18, 0.37, 0.28, -0.18, -0.17, 0.31, 0.15, 0.03, -0.41, 0.44, 0.26, -0.36, -0.38, -0.48, -0.22, -0.05, -0.39, 0.26, -0.16, -0.29, -0.05, 0.27, -0.36, 0.01, 0.17, -0.08, -0.37, -0.3, -0.36, 0.27, -0.01, -0.18, 0.18, 0.34, -0.14, 0.07, 0.1, -0.22, -0.19, -0.17, -0.5, 0.48, -0.15, 0.48, -0.35, 0.23, -0.11, -0.14, -0.24, -0.22, 0.44, -0.1, 0.08, 0.23, -0.12, -0.38, -0.11, 0.17, 0.08, 0.26, -0.06, 0.47, 0.49, 0.45, 0.3, -0.19, 0.42, 0.39, -0.05, -0.39, 0.38, -0.19, 0.23, -0.1, -0.4, -0.21, 0.49, 0.21, -0.21, 0.3, -0.21, -0.26, 0.02, 0.01, 0.46, -0.23, -0.25, 0.06, -0.22, 0.39, 0.46, -0.23, -0.08, -0.35, 0.21, 0.1, -0.2, -0.49, -0.4, -0.16, 0.4, 0.14, -0.21]
[-0.08, 0.37, -0.39, 0.3, -0.41, 0.29, -0.35, 0.02, 0.0, -0.37, 0.26, 0.16, -0.39, 0.26, 0.36, 0.2, 0.11, -0.35, -0.45, -0.49, 0.25, 0.17, -0.42, -0.13, 0.1, 0.03, 0.02, 0.5, 0.25, 0.43, -0.36, 0.42, -0.37, -0.25, -0.37, 0.1, -0.44, 0.3, -0.16, -0.06, 0.5, -0.05, -0.48, 0.37, 0.04, 0.49, -0.34, -0.24, 0.11, 0.17, 0.48, -0.06, 0.1, -0.48, -0.09, 0.41, -0.29, 0.48, 0.32, -0.34, -0.29, -0.23, 0.1, -0.43, -0.45, -0.13, -0.39, 0.2, -0.08, -0.37, 0.06, -0.18, -0.2, -0.19, 0.39, 0.22, 0.13, 0.17, 0.06, 0.07, 0.44, -0.31, -0.32, 0.22, 0.27, -0.12, -0.14, 0.11, -0.08, 0.43, -0.48, 0.28, 0.15, 0.28, -0.39, 0.26, 0.09, -0.06, -0.13, -0.28, -0.23, -0.14, 0.38, 0.05, -0.12, -0.29, 0.35, -0.12, 0.36, 0.23, 0.44, -0.06, 0.01, 0.46, -0.29, 0.01, -0.05, 0.22, 0.32, -0.48, -0.13, -0.1, 0.38, 0.16, 0.25, 0.18, 0.44, -0.1, 0.01, -0.15, 0.49, -0.12, 0.46, -0.12, 0.0, -0.35, 0.47, 0.22, -0.15, 0.31, 0.47, -0.05, 0.29, -0.16, -0.36, -0.4, 0.33, -0.44, 0.39, -0.44, 0.5, -0.47, -0.11, 0.44, 0.26, 0.47, 0.18, 0.23, 0.28, -0.43, -0.24, -0.3, -0.31, -0.35, 0.04, 0.29, -0.01, -0.17, -0.5, -0.05, -0.28, -0.45, -0.46, 0.06, -0.19, 0.46, -0.49, 0.24, 0.2, 0.36, -0.06, 0.18, 0.39, 0.22, -0.06, 0.32, 0.07, 0.4, -0.01, -0.36, 0.04, -0.15, 0.36, 0.44, -0.36, -0.1]
